,0,1
284,1209.4,0.0723
285,1209.37,0.056
286,1209.36,0.0104
287,1209.33,0.0093
288,1209.29,0.0229
289,1209.24,0.0177
290,1209.22,7.386
291,1209.21,0.0258
292,1209.19,0.0675
293,1209.18,0.1141
294,1209.15,4.613
295,1209.13,0.5091
296,1209.12,0.0115
297,1209.09,0.0097
298,1209.02,1.4249
299,1209.0,1.7492
300,1208.99,263.05
301,1208.96,4.6051
302,1208.86,4.211
303,1208.85,0.0106
304,1208.83,0.0728
305,1208.8,0.0158
306,1208.79,0.0085
307,1208.74,0.0452
308,1208.71,0.3671
309,1208.69,0.5914
310,1208.67,20.0
311,1208.66,0.0251
312,1208.65,0.0338
313,1208.64,2.4822
314,1208.57,0.0403
315,1208.54,871.873
316,1208.5,0.1652
317,1208.49,0.0127
318,1208.48,0.0112
319,1208.47,0.0242
320,1208.45,0.0099
321,1208.42,0.0185
322,1208.37,0.0084
323,1208.34,1.1785
324,1208.33,0.1113
325,1208.32,0.0188
326,1208.29,0.2441
327,1208.26,0.1496
328,1208.22,0.0284
329,1208.19,0.0634
330,1208.14,0.1417
331,1208.13,1.6551
332,1208.09,0.4141
333,1208.07,0.035
334,1208.06,0.0188
335,1208.05,4.6824
336,1208.03,0.0111
337,1208.0,22.5516
338,1207.95,0.0353
339,1207.94,0.0473
340,1207.93,0.054
341,1207.89,0.0247
342,1207.88,10.0
343,1207.86,10.3049
344,1207.81,0.01
345,1207.79,0.0926
346,1207.75,0.0327
347,1207.73,44.6003
348,1207.7,0.0516
349,1207.69,0.0113
350,1207.66,0.0087
351,1207.65,0.5047
352,1207.64,0.1813
353,1207.6,0.0315
354,1207.59,71.789
355,1207.55,0.3235
356,1207.54,0.0191
357,1207.5,0.1456
358,1207.48,3.1591
359,1207.47,0.1015
360,1207.45,0.0649
361,1207.41,0.0166
362,1207.38,0.0098
363,1207.37,10.0247
364,1207.36,355.0345
365,1207.34,0.131
366,1207.28,0.023
367,1207.24,0.017
368,1207.23,0.0089
369,1207.22,0.0249
370,1207.2,0.0314
371,1207.18,10.5416
372,1207.14,0.0316
373,1207.13,0.0105
374,1207.12,0.0198
375,1207.09,0.1288
376,1207.07,1.8757
377,1207.04,0.0296
378,1207.03,0.0439
379,1207.0,7.1665
380,1206.98,0.0108
381,1206.93,0.1234
382,1206.91,0.0147
383,1206.9,0.0301
384,1206.86,1.563
385,1206.85,0.01
386,1206.84,5.4021
387,1206.83,0.0329
388,1206.8,0.0109
389,1206.79,0.0103
390,1206.78,0.0165
391,1206.77,0.0227
392,1206.75,0.096
393,1206.74,0.0092
394,1206.73,0.0177
395,1206.72,0.0114
396,1206.7,0.0216
397,1206.67,2.4547
398,1206.66,0.108
399,1206.64,0.0113
400,1206.63,0.0232
401,1206.6,0.474
402,1206.56,0.0195
403,1206.53,1.6718
404,1206.5,0.4834
405,1206.48,10.4695
406,1206.45,0.0217
407,1206.42,0.5392
408,1206.41,0.0165
409,1206.4,0.0169
410,1206.38,0.5715
411,1206.35,0.1256
412,1206.33,0.0121
413,1206.26,0.009
414,1206.25,0.018
415,1206.24,0.3235
416,1206.23,0.3
417,1206.22,0.3
418,1206.21,0.3
419,1206.18,0.1814
420,1206.17,0.0128
421,1206.12,0.0159
422,1206.1,0.56
423,1206.08,0.0124
424,1206.04,0.0176
425,1206.01,0.0086
426,1206.0,2.7134
427,1205.97,0.1347
428,1205.95,0.0094
429,1205.93,0.0406
430,1205.91,0.0399
431,1205.9,0.1273
432,1205.89,0.0679
433,1205.88,0.0091
434,1205.87,0.0618
435,1205.85,0.0087
436,1205.83,0.317
437,1205.81,0.1245
438,1205.76,10.1406
439,1205.75,0.6559
440,1205.71,0.0934
441,1205.69,0.0194
442,1205.68,1.2555
443,1205.63,0.0099
444,1205.62,0.0678
445,1205.57,0.5101
446,1205.55,0.02
447,1205.53,2.0383
448,1205.5,0.0216
449,1205.42,0.0222
450,1205.41,0.7465
451,1205.4,0.0221
452,1205.35,0.0158
453,1205.32,0.0491
454,1205.29,0.0211
455,1205.26,0.0247
456,1205.25,0.0574
457,1205.21,0.0512
458,1205.2,0.0947
459,1205.16,0.034
460,1205.14,0.029
461,1205.11,0.014
462,1205.1,8.3961
463,1205.08,0.2682
464,1205.05,0.5607
465,1205.03,0.0287
466,1205.02,0.0118
467,1205.01,0.0135
468,1205.0,21.9119
469,1204.96,0.0315
470,1204.95,0.6333
471,1204.93,0.0191
472,1204.92,0.5092
473,1204.9,0.0185
474,1204.88,0.0167
475,1204.86,0.01
476,1204.84,0.0286
477,1204.81,170.4084
478,1204.8,0.0119
479,1204.77,0.0111
480,1204.74,0.0196
481,1204.73,0.0389
482,1204.66,0.0093
483,1204.6,0.5613
484,1204.56,0.2235
485,1204.49,0.0171
486,1204.48,0.014
487,1204.45,0.0117
488,1204.44,0.0674
489,1204.43,0.01
490,1204.36,0.0096
491,1204.35,2.2164
492,1204.34,0.9662
493,1204.33,273.866
494,1204.31,2.4911
495,1204.3,0.0315
496,1204.27,0.0341
497,1204.26,0.0892
498,1204.24,0.0111
499,1204.21,0.016
500,1204.16,0.0096
501,1204.15,102.627
502,1204.11,0.2286
503,1204.1,1.6418
504,1204.08,0.0413
505,1204.07,0.1006
506,1204.02,0.0139
507,1204.0,14.8931
508,1203.97,0.0827
509,1203.96,0.0107
510,1203.9,0.0191
511,1203.89,0.3296
512,1203.86,0.0164
513,1203.85,0.0503
514,1203.83,0.0178
515,1203.8,0.0329
516,1203.78,0.009
517,1203.76,0.0166
518,1203.75,0.0098
519,1203.72,0.0296
520,1203.7,0.01
521,1203.64,0.0094
522,1203.61,0.0127
523,1203.58,0.0108
524,1203.52,0.0297
525,1203.5,0.8958
526,1203.48,0.32
527,1203.43,0.0087
528,1203.41,0.0355
529,1203.4,0.0621
530,1203.38,0.0084
531,1203.37,0.2078
532,1203.33,4.4987
533,1203.32,0.4338
534,1203.3,0.0104
535,1203.29,0.02
536,1203.28,0.025
537,1203.25,0.5135
538,1203.24,0.0167
539,1203.22,0.0084
540,1203.21,0.0596
541,1203.2,0.0339
542,1203.17,0.2221
543,1203.16,0.0166
544,1203.15,0.0228
545,1203.13,0.0092
546,1203.09,0.0115
547,1203.04,0.0091
548,1203.02,0.0379
549,1203.0,3.6559
550,1202.99,0.0308
551,1202.97,0.0705
552,1202.95,0.0196
553,1202.89,0.024
554,1202.85,0.0397
555,1202.81,0.0099
556,1202.8,0.0105
557,1202.79,0.0253
558,1202.77,0.0473
559,1202.75,0.0091
560,1202.74,0.0179
561,1202.73,0.0233
562,1202.72,140.616
563,1202.68,98.85
564,1202.66,0.0171
565,1202.65,0.5002
566,1202.64,0.0211
567,1202.63,0.0368
568,1202.62,0.01
569,1202.61,0.5272
570,1202.58,0.0154
571,1202.57,0.02
572,1202.56,0.046
573,1202.55,0.0627
574,1202.52,0.0843
575,1202.51,0.0084
576,1202.5,0.0949
577,1202.49,0.0086
578,1202.47,0.0367
579,1202.46,0.0118
580,1202.45,0.0208
581,1202.44,0.0416
582,1202.38,0.0094
583,1202.32,0.0167
584,1202.31,0.0136
585,1202.3,0.0087
586,1202.25,0.0828
587,1202.23,0.0285
588,1202.22,0.0528
589,1202.2,0.1141
590,1202.18,206.6014
591,1202.14,0.5909
592,1202.13,0.0196
593,1202.12,0.01
594,1202.08,0.0333
595,1202.06,0.0092
596,1202.05,0.0109
597,1202.03,0.067
598,1202.02,0.0338
599,1202.01,0.0201
600,1202.0,6.2205
601,1201.99,8.4657
602,1201.94,1.4018
603,1201.93,0.01
604,1201.89,0.0088
605,1201.85,0.0106
606,1201.81,0.9597
607,1201.78,0.0123
608,1201.77,0.0553
609,1201.76,0.0288
610,1201.74,0.1391
611,1201.71,0.01
612,1201.68,0.0461
613,1201.66,0.0183
614,1201.64,0.0389
615,1201.58,0.0866
616,1201.56,0.3671
617,1201.54,48.8834
618,1201.53,0.0171
619,1201.5,0.1677
620,1201.47,0.1015
621,1201.41,0.019
622,1201.37,0.0512
623,1201.36,0.3
624,1201.35,0.6
625,1201.33,0.0251
626,1201.31,0.0576
627,1201.3,0.32
628,1201.28,0.0268
629,1201.27,14.6908
630,1201.16,0.5002
631,1201.14,0.0178
632,1201.1,2.4977
633,1201.08,0.0137
634,1201.05,0.0209
635,1201.03,0.0389
636,1201.02,0.051
637,1201.0,5.6633
638,1200.99,0.0405
639,1200.98,0.1667
640,1200.96,0.0128
641,1200.92,0.0088
642,1200.88,0.1356
643,1200.86,0.0104
644,1200.85,0.0855
645,1200.84,0.0309
646,1200.83,0.078
647,1200.82,0.8206
648,1200.81,0.3014
649,1200.8,0.0088
650,1200.73,8.4433
651,1200.7,0.6198
652,1200.68,0.0177
653,1200.64,0.0233
654,1200.6,0.01
655,1200.58,0.0239
656,1200.57,0.547
657,1200.54,0.3
658,1200.53,0.1665
659,1200.51,0.5002
660,1200.5,0.33
661,1200.49,0.0533
662,1200.46,0.0112
663,1200.45,0.0971
664,1200.43,0.1438
665,1200.4,0.0158
666,1200.37,0.0481
667,1200.31,2.9442
668,1200.3,5.0
669,1200.28,0.0414
670,1200.25,0.1371
671,1200.24,0.05
672,1200.23,0.0222
673,1200.2,0.3183
674,1200.19,0.0112
675,1200.18,0.0325
676,1200.16,0.0101
677,1200.13,0.0266
678,1200.12,0.0252
679,1200.11,0.0296
680,1200.1,0.2208
681,1200.08,0.2208
682,1200.05,0.0105
683,1200.01,10.7178
684,1200.0,201.7168
685,1199.93,0.0121
686,1199.9,0.3247
687,1199.8,0.0356
688,1199.79,0.0086
689,1199.78,0.0122
690,1199.77,0.1463
691,1199.76,0.0104
692,1199.75,0.0238
693,1199.73,0.0171
694,1199.72,0.0127
695,1199.7,0.0559
696,1199.67,0.0376
697,1199.65,0.0229
698,1199.63,0.0516
699,1199.61,0.0084
700,1199.6,0.0161
701,1199.58,0.0164
702,1199.56,0.128
703,1199.55,0.0166
704,1199.54,0.0228
705,1199.52,0.0093
706,1199.51,0.6919
707,1199.5,0.5821
708,1199.49,0.1864
709,1199.47,0.0115
710,1199.43,0.0497
711,1199.42,0.053
712,1199.41,0.0185
713,1199.4,0.01
714,1199.39,0.0108
715,1199.37,0.017
716,1199.36,0.0335
717,1199.35,0.0196
718,1199.34,0.0448
719,1199.33,0.0327
720,1199.31,0.0166
721,1199.28,0.0176
722,1199.27,0.1046
723,1199.21,0.0142
724,1199.17,0.0263
725,1199.16,0.2501
726,1199.13,0.0106
727,1199.12,0.4128
728,1199.1,0.0205
729,1199.05,0.0108
730,1199.04,0.0265
731,1199.03,0.0118
732,1199.0,2.6333
733,1198.97,0.0162
734,1198.95,0.1012
735,1198.93,0.5077
736,1198.86,0.021
737,1198.84,0.0252
738,1198.83,0.0305
739,1198.82,0.615
740,1198.81,0.0095
741,1198.79,0.0192
742,1198.77,9.3097
743,1198.76,0.0091
744,1198.75,0.0243
745,1198.72,0.0094
746,1198.71,0.0769
747,1198.69,0.0084
748,1198.67,0.0905
749,1198.65,0.0593
750,1198.64,0.0382
751,1198.57,3.3035
752,1198.56,0.0163
753,1198.55,0.0731
754,1198.52,0.031
755,1198.5,0.0094
756,1198.48,0.0682
757,1198.47,0.2086
758,1198.45,0.0305
759,1198.44,0.0091
760,1198.42,0.0194
761,1198.4,0.0247
762,1198.37,0.0306
763,1198.35,0.0101
764,1198.28,0.1547
765,1198.23,0.0305
766,1198.22,0.0136
767,1198.15,0.0385
768,1198.12,0.0834
769,1198.11,0.0393
770,1198.08,0.0596
771,1198.05,0.0112
772,1198.02,0.0369
773,1198.01,0.0417
774,1198.0,1.2725
775,1197.97,0.615
776,1197.95,0.0419
777,1197.91,0.0166
778,1197.85,0.02
779,1197.82,0.1624
780,1197.81,0.016
781,1197.77,20.0528
782,1197.72,0.0545
783,1197.71,0.0307
784,1197.7,0.0315
785,1197.66,2.8845
786,1197.63,0.12
787,1197.6,0.0479
788,1197.59,0.0282
789,1197.53,0.01
790,1197.5,23.5179
791,1197.47,0.1439
792,1197.45,0.0169
793,1197.44,0.0146
794,1197.42,0.0301
795,1197.4,0.0926
796,1197.39,0.0578
797,1197.38,0.104
798,1197.36,0.0175
799,1197.33,0.0167
800,1197.32,0.0118
801,1197.3,0.0105
802,1197.27,0.0166
803,1197.26,0.0707
804,1197.24,0.5475
805,1197.21,0.4269
806,1197.19,0.0127
807,1197.15,0.1151
808,1197.14,0.0091
809,1197.12,0.0123
810,1197.1,0.0731
811,1197.06,0.3553
812,1197.03,0.0092
813,1197.01,0.0109
814,1197.0,21.9292
815,1196.99,0.031
816,1196.96,0.0226
817,1196.9,0.0355
818,1196.87,0.0215
819,1196.86,0.0186
820,1196.85,0.0148
821,1196.84,0.0148
822,1196.8,0.0314
823,1196.79,0.1548
824,1196.76,0.0234
825,1196.75,0.039
826,1196.74,0.0171
827,1196.72,0.0096
828,1196.71,0.0124
829,1196.7,0.0124
830,1196.69,0.0112
831,1196.68,0.0096
832,1196.66,0.0462
833,1196.6,0.0112
834,1196.59,0.0093
835,1196.58,0.0135
836,1196.56,0.03
837,1196.55,0.1281
838,1196.54,0.0261
839,1196.53,0.0222
840,1196.52,0.0099
841,1196.51,0.0517
842,1196.5,0.0541
843,1196.49,0.0201
844,1196.48,0.0292
845,1196.46,0.0212
846,1196.39,0.0311
847,1196.37,0.0659
848,1196.36,0.0356
849,1196.34,2.0
850,1196.31,0.1696
851,1196.28,0.0225
852,1196.27,0.0613
853,1196.25,0.0451
854,1196.22,0.0171
855,1196.21,0.0204
856,1196.2,0.0357
857,1196.19,0.0086
858,1196.18,0.0147
859,1196.16,0.0924
860,1196.15,0.0119
861,1196.1,0.0115
862,1196.04,0.0171
863,1196.03,0.016
864,1196.01,0.0502
865,1196.0,1.9833
866,1195.96,0.0167
867,1195.94,0.0229
868,1195.93,0.0289
869,1195.88,0.2451
870,1195.86,0.0115
871,1195.85,0.0171
872,1195.83,0.0891
873,1195.82,0.0099
874,1195.8,0.01
875,1195.78,0.0418
876,1195.77,0.0268
877,1195.75,0.0426
878,1195.71,0.0159
879,1195.7,0.0296
880,1195.69,0.0115
881,1195.66,1.0075
882,1195.63,0.0382
883,1195.62,0.023
884,1195.61,0.0235
885,1195.57,0.0242
886,1195.55,0.0994
887,1195.51,0.0124
888,1195.5,0.3284
889,1195.49,0.1015
890,1195.48,0.019
891,1195.47,0.13
892,1195.44,0.4538
893,1195.43,0.0828
894,1195.42,0.55
895,1195.39,0.1099
896,1195.38,0.3369
897,1195.36,0.0253
898,1195.35,0.0957
899,1195.33,0.1011
900,1195.32,0.0168
901,1195.31,0.3
902,1195.3,0.0843
903,1195.29,0.2366
904,1195.28,0.0342
905,1195.26,0.022
906,1195.24,0.0199
907,1195.23,0.123
908,1195.22,0.5451
909,1195.2,0.0842
910,1195.15,70.5739
911,1195.14,0.0222
912,1195.11,0.0183
913,1195.09,2.5442
914,1195.06,0.0836
915,1195.05,5.0
916,1195.03,0.5306
917,1195.01,0.0229
918,1195.0,34.8323
919,1194.97,0.0086
920,1194.9,0.0138
921,1194.88,0.0087
922,1194.84,0.0106
923,1194.8,0.0158
924,1194.79,0.0096
925,1194.78,0.0124
926,1194.74,0.0141
927,1194.73,0.0108
928,1194.68,0.0234
929,1194.65,0.0728
930,1194.64,0.0177
931,1194.63,0.0172
932,1194.59,0.0094
933,1194.58,0.0728
934,1194.57,0.4787
935,1194.56,0.0105
936,1194.54,0.0311
937,1194.53,0.0219
938,1194.51,0.9255
939,1194.49,0.0207
940,1194.44,0.0112
941,1194.43,0.0255
942,1194.41,0.5957
943,1194.4,0.0516
944,1194.39,0.2029
945,1194.36,0.2301
946,1194.29,0.0223
947,1194.28,1.7112
948,1194.23,0.042
949,1194.14,0.0136
950,1194.05,0.0142
951,1194.04,0.0516
952,1194.01,0.0196
953,1194.0,2.1822
954,1193.99,0.0208
955,1193.98,0.0112
956,1193.9,0.0127
957,1193.87,0.0229
958,1193.86,0.0792
959,1193.84,0.0167
960,1193.82,1.3777
961,1193.8,0.0206
962,1193.79,0.079
963,1193.76,0.0261
964,1193.75,0.0188
965,1193.74,0.8371
966,1193.73,0.027
967,1193.67,0.0135
968,1193.6,0.2499
969,1193.59,0.1954
970,1193.57,0.1347
971,1193.56,0.1464
972,1193.54,0.0217
973,1193.53,0.0186
974,1193.5,0.0252
975,1193.48,0.1412
976,1193.41,0.0371
977,1193.39,0.0418
978,1193.34,0.0112
979,1193.33,30.0876
980,1193.27,0.0168
981,1193.25,0.1286
982,1193.24,0.0019
983,1193.23,0.0118
984,1193.22,0.0225
985,1193.21,0.02
986,1193.19,0.0338
987,1193.18,0.0113
988,1193.17,0.1015
989,1193.15,0.0176
990,1193.13,0.0173
991,1193.11,0.0636
992,1193.1,0.0179
993,1193.08,0.0251
994,1193.06,0.0675
995,1193.0,2.4199
996,1192.95,0.0101
997,1192.94,0.01
998,1192.93,0.0212
999,1192.92,0.0099
