,0,1
420,1223.62,0.2836
421,1223.66,0.0173
422,1223.68,0.0381
423,1223.7,0.02
424,1223.72,0.0131
425,1223.73,1.6182
426,1223.76,0.2286
427,1223.77,0.0109
428,1223.79,8.3929
429,1223.82,0.0211
430,1223.85,0.042
431,1223.88,0.0184
432,1223.89,0.0083
433,1223.93,0.0108
434,1223.95,0.0818
435,1223.99,0.0093
436,1224.0,27.0702
437,1224.02,194.6887
438,1224.03,862.8776
439,1224.05,0.0265
440,1224.07,0.0121
441,1224.08,0.0112
442,1224.09,0.0544
443,1224.1,0.0315
444,1224.12,0.03
445,1224.14,0.0194
446,1224.18,0.0843
447,1224.19,0.0224
448,1224.2,0.0512
449,1224.21,0.5303
450,1224.23,1.5785
451,1224.25,0.0086
452,1224.26,0.124
453,1224.28,0.0095
454,1224.31,0.0169
455,1224.32,0.1166
456,1224.33,0.0082
457,1224.34,0.0122
458,1224.43,0.0118
459,1224.44,0.0528
460,1224.45,0.9409
461,1224.47,0.0152
462,1224.48,0.0384
463,1224.49,0.0226
464,1224.5,1.6427
465,1224.51,10.3776
466,1224.52,0.0477
467,1224.57,0.1434
468,1224.62,0.0105
469,1224.65,0.0231
470,1224.66,0.0429
471,1224.68,0.0091
472,1224.69,0.0279
473,1224.7,0.0205
474,1224.71,0.0429
475,1224.72,0.033
476,1224.74,0.2521
477,1224.75,1.6
478,1224.78,0.0327
479,1224.8,0.2661
480,1224.82,0.1053
481,1224.87,0.0505
482,1224.93,0.0085
483,1224.99,0.0203
484,1225.0,62.7503
485,1225.01,0.2163
486,1225.02,0.0147
487,1225.03,0.1234
488,1225.04,0.0416
489,1225.06,0.0371
490,1225.09,0.0206
491,1225.1,0.0445
492,1225.11,0.0086
493,1225.12,0.0204
494,1225.13,0.592
495,1225.14,0.0896
496,1225.25,6.0339
497,1225.27,0.014
498,1225.29,0.0175
499,1225.3,0.0104
500,1225.31,0.0434
501,1225.35,0.0099
502,1225.37,0.0365
503,1225.39,0.1841
504,1225.43,0.0202
505,1225.44,0.0185
506,1225.46,0.0102
507,1225.48,98.8979
508,1225.49,10.3028
509,1225.5,1.6319
510,1225.51,0.0108
511,1225.59,0.0163
512,1225.61,0.0082
513,1225.64,0.0093
514,1225.66,0.0386
515,1225.67,0.6291
516,1225.68,0.1015
517,1225.69,0.0123
518,1225.71,0.0427
519,1225.72,0.0164
520,1225.75,0.011
521,1225.79,0.0164
522,1225.8,0.0086
523,1225.81,0.0691
524,1225.87,0.0189
525,1225.89,0.0104
526,1225.92,0.0092
527,1225.93,0.0219
528,1225.94,0.01
529,1225.97,0.0687
530,1226.0,4.6801
531,1226.01,0.014
532,1226.02,0.0102
533,1226.03,0.0263
534,1226.05,0.32
535,1226.06,0.0313
536,1226.07,0.0121
537,1226.08,0.3401
538,1226.09,0.0455
539,1226.1,2.5237
540,1226.13,0.0096
541,1226.15,0.0263
542,1226.17,0.1093
543,1226.21,0.0507
544,1226.22,0.0349
545,1226.23,0.0553
546,1226.24,0.02
547,1226.25,0.0846
548,1226.3,0.0091
549,1226.31,0.1414
550,1226.38,0.3727
551,1226.42,0.0251
552,1226.43,0.009
553,1226.44,0.0183
554,1226.47,0.0295
555,1226.5,0.0196
556,1226.55,0.0449
557,1226.56,0.0211
558,1226.62,0.0587
559,1226.66,0.1589
560,1226.67,0.096
561,1226.71,0.05
562,1226.75,0.0383
563,1226.77,0.0109
564,1226.79,0.0195
565,1226.82,0.2688
566,1226.83,0.05
567,1226.85,0.0181
568,1226.86,0.5732
569,1226.88,0.0105
570,1226.89,0.0123
571,1226.9,0.1526
572,1226.92,0.0084
573,1226.96,0.0458
574,1226.97,0.0082
575,1226.98,0.0153
576,1226.99,0.0172
577,1227.0,2.6288
578,1227.01,0.0128
579,1227.02,0.0195
580,1227.05,0.0091
581,1227.06,0.9019
582,1227.12,0.017
583,1227.15,0.072
584,1227.16,0.0136
585,1227.18,0.011
586,1227.21,0.0107
587,1227.22,0.0284
588,1227.23,0.0197
589,1227.24,0.0229
590,1227.27,0.0191
591,1227.29,0.0781
592,1227.3,0.4692
593,1227.4,0.0315
594,1227.41,0.0318
595,1227.42,0.0367
596,1227.44,0.016
597,1227.45,0.0379
598,1227.47,0.0627
599,1227.48,0.024
600,1227.5,0.0352
601,1227.51,0.0105
602,1227.52,0.023
603,1227.54,0.0815
604,1227.55,0.7487
605,1227.57,0.1257
606,1227.58,0.0115
607,1227.61,0.0458
608,1227.63,0.0199
609,1227.66,0.04
610,1227.67,0.0122
611,1227.68,0.0146
612,1227.69,0.0253
613,1227.7,2.6072
614,1227.71,0.3164
615,1227.77,0.0382
616,1227.79,0.0438
617,1227.81,0.0292
618,1227.85,0.0164
619,1227.88,0.0164
620,1227.92,0.3312
621,1227.93,0.0165
622,1227.95,0.0142
623,1227.99,0.0184
624,1228.0,15.5334
625,1228.01,0.0222
626,1228.02,0.0122
627,1228.03,0.0989
628,1228.04,0.0285
629,1228.05,0.066
630,1228.06,0.0529
631,1228.07,0.0862
632,1228.08,0.5475
633,1228.1,0.0404
634,1228.12,0.056
635,1228.16,0.2143
636,1228.18,0.0093
637,1228.19,0.0772
638,1228.22,0.0335
639,1228.23,0.0176
640,1228.25,0.0091
641,1228.26,0.0144
642,1228.28,0.0492
643,1228.3,0.017
644,1228.33,0.028
645,1228.38,0.0084
646,1228.39,0.01
647,1228.41,0.1291
648,1228.42,0.086
649,1228.48,0.0192
650,1228.51,0.067
651,1228.55,0.0111
652,1228.57,0.239
653,1228.6,0.0626
654,1228.61,0.0118
655,1228.62,0.0196
656,1228.63,0.0095
657,1228.64,0.0138
658,1228.66,0.218
659,1228.67,0.0238
660,1228.69,0.01
661,1228.7,0.0116
662,1228.71,0.5377
663,1228.73,0.0629
664,1228.75,0.0258
665,1228.78,0.0252
666,1228.8,0.015
667,1228.83,0.0881
668,1228.84,0.246
669,1228.85,0.0926
670,1228.88,0.0528
671,1228.89,0.0166
672,1228.91,0.0338
673,1228.94,0.2499
674,1228.95,0.0305
675,1228.96,0.0109
676,1228.97,1.6634
677,1228.98,0.0831
678,1228.99,0.0084
679,1229.0,88.6535
680,1229.02,0.0225
681,1229.06,0.1827
682,1229.11,0.0654
683,1229.13,0.02
684,1229.16,0.3954
685,1229.2,0.0686
686,1229.25,0.0094
687,1229.27,0.088
688,1229.33,2.8845
689,1229.34,0.0093
690,1229.36,0.025
691,1229.37,0.0697
692,1229.38,0.023
693,1229.4,0.0518
694,1229.41,0.0451
695,1229.5,0.0415
696,1229.51,0.0121
697,1229.57,0.0576
698,1229.58,0.0188
699,1229.59,0.0464
700,1229.61,0.0309
701,1229.62,0.0203
702,1229.66,0.0254
703,1229.68,0.0193
704,1229.7,1.4096
705,1229.73,0.0101
706,1229.75,0.0108
707,1229.77,0.0164
708,1229.78,0.0135
709,1229.79,0.0111
710,1229.81,0.0216
711,1229.83,0.0091
712,1229.84,0.0104
713,1229.87,0.027
714,1229.88,0.6051
715,1229.9,1.3017
716,1229.91,0.0148
717,1229.92,0.0225
718,1229.97,0.0116
719,1229.99,0.0231
720,1230.0,143.2799
721,1230.01,0.1999
722,1230.02,0.0433
723,1230.04,0.02
724,1230.08,1.5373
725,1230.09,0.2478
726,1230.17,0.3671
727,1230.19,0.009
728,1230.21,0.0203
729,1230.25,0.0097
730,1230.26,0.0691
731,1230.27,0.0177
732,1230.31,0.0092
733,1230.32,0.0188
734,1230.33,0.0105
735,1230.34,0.0121
736,1230.38,0.0593
737,1230.39,0.0193
738,1230.4,0.0303
739,1230.42,0.0162
740,1230.43,0.015
741,1230.5,2.4537
742,1230.53,0.1333
743,1230.59,0.3512
744,1230.61,0.0149
745,1230.62,0.0223
746,1230.64,0.1331
747,1230.65,0.0269
748,1230.66,0.2388
749,1230.68,0.0117
750,1230.69,0.0743
751,1230.7,0.0315
752,1230.76,0.0232
753,1230.77,0.0671
754,1230.78,0.1522
755,1230.79,0.0422
756,1230.8,0.077
757,1230.83,2.01
758,1230.84,0.02
759,1230.86,1.493
760,1230.9,0.3366
761,1230.91,0.0177
762,1230.92,0.0758
763,1230.96,0.01
764,1230.97,0.0215
765,1230.98,0.0099
766,1230.99,0.0086
767,1231.0,9.4861
768,1231.02,0.03
769,1231.03,0.0523
770,1231.05,0.0109
771,1231.11,0.0591
772,1231.12,0.0348
773,1231.14,0.1711
774,1231.15,0.0252
775,1231.21,0.035
776,1231.25,0.0361
777,1231.26,0.1787
778,1231.27,0.2491
779,1231.28,0.0093
780,1231.3,0.0686
781,1231.35,0.0136
782,1231.37,0.2228
783,1231.4,0.1051
784,1231.42,0.0175
785,1231.43,0.0102
786,1231.44,0.0297
787,1231.45,0.1978
788,1231.46,0.0212
789,1231.53,0.0123
790,1231.54,0.051
791,1231.57,0.1223
792,1231.59,0.0176
793,1231.61,3.9327
794,1231.62,0.3753
795,1231.64,0.182
796,1231.66,0.0082
797,1231.69,0.0167
798,1231.7,0.0297
799,1231.72,0.0122
800,1231.75,0.2219
801,1231.76,0.0211
802,1231.79,0.0124
803,1231.81,0.1205
804,1231.82,0.0614
805,1231.88,0.0636
806,1231.89,0.0087
807,1231.9,0.0859
808,1231.92,0.2209
809,1231.93,0.0097
810,1231.94,0.01
811,1231.95,0.4141
812,1231.97,0.5173
813,1231.99,0.0087
814,1232.0,20.8955
815,1232.01,0.0291
816,1232.03,0.0092
817,1232.05,0.0556
818,1232.06,0.0186
819,1232.07,0.0769
820,1232.11,0.0105
821,1232.12,0.0083
822,1232.17,0.0192
823,1232.18,0.0209
824,1232.19,0.56
825,1232.2,0.0299
826,1232.22,0.1508
827,1232.23,0.0637
828,1232.24,0.0111
829,1232.25,0.0622
830,1232.26,0.0475
831,1232.29,0.367
832,1232.3,0.0263
833,1232.31,0.0319
834,1232.34,0.0147
835,1232.36,0.0091
836,1232.39,0.2453
837,1232.4,0.0162
838,1232.41,0.0206
839,1232.42,0.0342
840,1232.43,0.0469
841,1232.47,0.0082
842,1232.48,0.0119
843,1232.5,0.1578
844,1232.52,0.0112
845,1232.55,0.0162
846,1232.56,0.016
847,1232.58,0.0498
848,1232.6,0.0082
849,1232.62,0.0347
850,1232.63,0.8206
851,1232.66,0.0093
852,1232.67,0.0082
853,1232.69,0.0193
854,1232.7,0.0348
855,1232.75,0.0216
856,1232.77,0.01
857,1232.79,0.0167
858,1232.81,0.2235
859,1232.83,0.0323
860,1232.88,0.2664
861,1232.89,0.0203
862,1232.9,0.0482
863,1232.93,0.0082
864,1232.96,0.0499
865,1232.99,1.2456
866,1233.0,12.546
867,1233.05,0.0166
868,1233.06,0.0883
869,1233.08,0.0289
870,1233.09,2.6367
871,1233.1,0.1275
872,1233.11,0.1082
873,1233.15,0.0105
874,1233.17,0.0111
875,1233.18,0.2036
876,1233.2,0.0314
877,1233.21,0.0127
878,1233.23,0.0163
879,1233.24,0.3779
880,1233.25,0.0092
881,1233.26,0.0169
882,1233.29,0.0187
883,1233.33,0.4102
884,1233.36,0.0228
885,1233.37,0.0341
886,1233.38,0.5405
887,1233.39,0.0096
888,1233.4,0.3835
889,1233.42,0.0736
890,1233.44,0.2895
891,1233.46,0.0123
892,1233.47,0.4865
893,1233.48,0.2654
894,1233.51,0.0095
895,1233.52,0.0226
896,1233.53,0.0371
897,1233.54,1.226
898,1233.55,0.0275
899,1233.58,0.0447
900,1233.61,0.0097
901,1233.63,0.0985
902,1233.66,0.0106
903,1233.67,0.0091
904,1233.7,0.2398
905,1233.71,0.0222
906,1233.72,0.0093
907,1233.73,0.02
908,1233.74,0.0432
909,1233.77,0.0152
910,1233.8,0.0209
911,1233.84,0.0265
912,1233.86,0.0239
913,1233.88,19.5515
914,1233.94,0.0101
915,1233.95,0.0121
916,1233.96,0.0188
917,1234.0,35.312
918,1234.01,0.0085
919,1234.04,0.0773
920,1234.05,0.1436
921,1234.07,0.0164
922,1234.1,0.0105
923,1234.11,0.0187
924,1234.12,0.0448
925,1234.16,0.3067
926,1234.17,0.0226
927,1234.21,0.0247
928,1234.26,0.0938
929,1234.27,0.197
930,1234.28,0.115
931,1234.3,0.0299
932,1234.31,0.3296
933,1234.33,0.0142
934,1234.35,0.0337
935,1234.36,0.1491
936,1234.37,0.0103
937,1234.38,0.0197
938,1234.4,0.2449
939,1234.41,0.0211
940,1234.43,0.0174
941,1234.48,0.0218
942,1234.49,0.2164
943,1234.52,0.0108
944,1234.53,0.0102
945,1234.56,0.01
946,1234.61,0.0325
947,1234.63,0.0287
948,1234.66,0.0232
949,1234.69,0.0108
950,1234.7,0.0258
951,1234.71,0.0225
952,1234.74,0.0306
953,1234.76,0.0081
954,1234.77,0.0816
955,1234.78,0.0502
956,1234.8,0.0672
957,1234.82,0.0118
958,1234.83,0.0851
959,1234.84,0.0319
960,1234.87,0.0375
961,1234.88,0.0426
962,1234.89,0.0226
963,1234.92,2.4685
964,1234.94,0.0192
965,1234.95,0.076
966,1234.96,0.0967
967,1234.99,0.0302
968,1235.0,61.4075
969,1235.02,0.1909
970,1235.04,0.0094
971,1235.11,0.0167
972,1235.12,0.0814
973,1235.13,0.031
974,1235.14,0.022
975,1235.16,0.0294
976,1235.17,0.0082
977,1235.19,0.0148
978,1235.21,0.0097
979,1235.24,0.0238
980,1235.25,0.0212
981,1235.26,0.0112
982,1235.3,0.5271
983,1235.34,0.0112
984,1235.36,0.085
985,1235.38,0.2846
986,1235.42,0.0321
987,1235.52,0.0229
988,1235.55,0.1093
989,1235.57,0.0118
990,1235.58,0.0472
991,1235.6,1.3726
992,1235.61,0.0562
993,1235.62,0.029
994,1235.63,0.2695
995,1235.64,0.0108
996,1235.65,0.0611
997,1235.66,3.3686
998,1235.68,0.0095
999,1235.7,0.0122
